"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1.65874337582281 -3.40448915948406 0.0707262940749513 3.8965664433509 -1.19695233141917 3.54421918131552 -0.281734654869355 0.700510935716511 -2.41062827192693 4.45381896868098
"2" -3.87740782662139 2.77522578774508 -1.21087599837591 1.15714487822060 -1.70765529825088 -3.48640139942665 -0.217970162408164 -5.01151183552078 -2.57016219764149 2.54971633090682
"3" -0.282153647852002 -1.17731230066187 7.98894797684778 6.52257091181794 -6.9384723339323 -1.10052573840056 -0.313499760679168 0.663321961124619 -0.496282806366611 -0.754682575395016
"4" 0.799531952200355 5.40025249104531 1.91602550380548 4.00589030860834 -0.9833598825008 2.87041274248966 -0.341535481718602 -4.47382264987737 -1.05403957336049 6.77615007762164
"5" -0.332335057850044 2.95658360543138 -1.60441775934414 -0.0224272471620182 -1.48082924494467 0.68748611076092 2.69313228369833 -4.98210704794668 0.277044282893241 7.41548856831469
"6" -4.67377686988881 6.04099448094128 2.23420959317166 1.96487825294487 0.472281589509115 -2.12488356208702 -3.05360954615852 0.338215919352102 -0.671989056723445 2.44513842737834
"7" -4.10096041981993 2.51788832118481 6.63088613042018 -0.20986908145414 -1.78871573114131 3.4016304605751 -0.612906890644002 -2.97462467286172 -1.29004254750300 0.00459548800676847
"8" 5.73204388398375 7.53187266735514 -2.54676732004485 -1.21484498779582 3.21977148246287 1.19565032096155 1.52212179188812 -3.92966688288229 4.07099358402009 1.20848671597138
"9" -1.98939937536115 -0.608528682044487 -0.641477870772671 -3.83263620844080 -0.209983987766409 -2.2519217409639 0.223346856933034 -2.01989181145560 -3.52087969450325 -5.51770337170639
"10" 0.722518801527782 6.99327985967457 1.04636188988048 2.12512234107495 -2.91227877718814 -2.27665116239927 -2.57004061904382 -1.88493982479504 0.474872377014469 1.88386568214717
"11" -5.99300362369187 -0.563159562223904 5.45283020991647 2.94762757541573 2.10688392130349 -0.518970723771696 0.849929792944294 1.52277671931082 -4.93375216153505 -4.42019323464211
"12" -0.0980337427903586 4.77161558243076 -0.897588206536963 -1.69868887300921 -0.163351850739919 2.42829160162999 -3.16896009935199 -2.33706358610099 0.0115657074543656 -4.42756744352915
"13" 2.18610732943132 2.52813314217291 3.27880837834503 2.11868681191175 4.60852678137564 0.939450321983081 1.25483777891332 -1.8981400583754 -5.26726441054521 3.59608520281746
"14" -1.56063524781117 1.98779262403283 -1.36960117556645 1.86246432071845 -0.920145221603904 0.726698144499554 1.07872873902568 -1.07887052448396 0.522422292413251 -2.37424619715908
"15" -2.92954544910746 2.940087906525 3.07468257988091 -1.30409757488128 8.3765056167947 -1.91371213614709 -2.56934110492886 -0.252512712673848 -1.6545108538415 2.79311253502359
"16" -5.47222402584317 5.70596356075512 -0.0766437889634356 0.244053401578903 -3.46426547217958 0.370421657555951 2.7540502458967 -3.57387289913602 -2.66490147703083 -4.17706770567365
"17" -2.64827925439323 -2.19603621722609 2.95206397679173 3.74482299894215 4.72123715354124 5.31880954144299 -0.678473861312687 -1.82891538854618 2.52682419261429 0.157857847423226
"18" -3.88643116787382 -1.02615509357313 2.04298063324763 5.5926548472176 1.23518812886197 -2.52699060923748 3.42326319475799 -6.11376595312201 -5.24064331569272 0.356786972794253
"19" -1.28372582180525 3.23042902341687 2.75722332790443 7.01292481067096 0.962203262866297 1.07575502682330 0.358500648908149 -8.08261408289667 -0.85778560919814 3.22801574384272
"20" 2.4858852177443 6.56225061818636 -1.98357163423227 5.89401943557044 -1.21930782684897 -1.60541916374100 0.199725405795610 1.93378155956496 -2.65096903068907 -2.56038913500566
